CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
499,54.064214176106404,0,164527.53420772642,4,1,1,127100.9014913148,0,1,0
400,69.40984568749415,6,51474.35297571768,1,0,1,24463.47781357768,1,0,0
606,41.849207021680904,3,186773.79810128015,3,0,0,69456.49637409014,1,0,0
676,47.22484344149742,4,212543.4811849538,1,1,0,94527.85256835104,0,1,0
698,70.56315347398441,3,150516.84521774657,3,0,1,87810.10700456597,1,1,0
520,64.4220220219326,5,29324.319130211916,2,1,1,119263.5393609714,1,1,0
481,27.920179172852407,10,79311.6196126987,4,0,0,138180.8987830131,1,1,1
606,44.86722828748233,1,120546.42910064416,2,0,1,122328.58378400556,1,0,0
821,72.34780087254398,7,171665.60069444907,1,0,0,48626.14272350663,1,0,1
695,70.42525691647812,3,81205.25606344144,4,0,1,83129.58324954187,1,0,1
303,45.943740492974136,7,213019.9047047896,2,1,1,71169.5092707882,1,0,0
580,34.70684055644017,2,94251.42133866409,3,0,0,119606.08225851988,0,1,0
514,42.43703067867257,10,10859.326352483366,3,1,0,136366.12294364814,0,0,1
719,80.52193957188553,4,201283.3704531327,2,1,0,57287.60860248431,0,1,0
400,32.22926211017485,2,163315.26791718384,4,1,0,83558.27992425975,1,1,0
820,30.033371028020028,6,203301.81526112405,1,1,1,115149.39446915744,0,1,1
608,54.879389485693785,2,88446.11001883936,3,0,1,26493.88626438996,0,0,0
809,76.66389773217146,7,4469.382181684228,1,0,1,145199.34314425534,0,0,0
362,70.91409451969965,8,18696.903583886608,4,1,1,123995.31384311905,1,0,0
525,72.6169828555952,1,28342.312598542732,4,1,1,90559.63771354748,1,0,1
404,51.51612188167697,2,204110.7781627474,3,1,0,121224.56392465637,1,1,0
724,35.1575221687225,6,76415.90678156425,1,0,0,128726.53739975375,1,1,0
554,26.492622586952905,4,252974.54381248352,4,0,1,84198.59106717944,1,0,0
728,18.027434951141196,9,192256.98487866868,1,1,1,77209.31858083478,1,0,0
733,34.214029801328024,6,152397.16121695717,3,0,0,128901.45122698962,0,1,0
506,41.83055576323058,1,249354.6885633795,3,0,1,131757.35932699015,1,1,0
327,69.49936134223347,3,80186.68417931485,4,0,0,36071.57832850709,0,1,0
635,24.138681250051334,0,41984.75361078639,4,0,1,138019.47133632918,1,0,0
368,69.98751669994665,4,186904.0703054668,1,1,1,55983.21613864999,1,0,1
812,32.03082742525155,7,70496.16291325839,4,0,1,106731.76152710596,0,1,0
466,45.1046357389022,0,243629.8643289324,3,1,0,112210.35834123526,1,1,1
667,44.7752832482431,6,250482.77070407133,4,1,0,56364.071791678536,0,0,0
550,47.864963254595146,6,234850.26483610386,2,0,1,59542.890010735726,0,0,0
469,48.327392785677496,6,239503.9913646552,3,1,1,111819.08703744823,0,0,0
389,33.74862221559092,0,156072.9824839597,1,0,0,42759.87767762672,0,0,0
745,42.771427284587226,10,175457.12112554346,4,0,0,131593.73362391794,0,1,1
593,56.69730363207243,2,23892.087765944543,4,1,1,48976.40396162432,0,0,0
449,77.17945385376522,10,193438.77582814093,3,1,0,65652.41963476728,1,0,0
431,67.77829360688219,1,51224.53497317845,3,0,1,54665.59688784096,1,1,0
732,28.600489593969975,4,213028.7795804907,1,1,1,51888.7255546825,0,0,0
358,82.4851784283943,1,243755.32319517405,3,1,1,147252.61078058556,1,0,1
498,37.69831306435036,4,53839.27658656049,1,0,0,52932.18134217713,1,1,1
514,56.16208091152171,4,19781.456924797727,4,0,0,95182.77439763636,0,1,0
771,26.962732487166853,3,122669.67640576982,1,1,1,116899.58083979838,0,0,1
546,49.24127193172464,10,200663.53379921577,1,1,1,25456.682806673543,0,0,0
681,32.66927491621587,6,195362.89872591037,1,0,1,134604.35817264958,0,0,0
538,34.878168983316414,9,176648.56889163205,4,0,1,39875.5878296508,0,0,0
666,77.95330766207645,5,208052.41392586718,2,0,0,96448.54972870433,0,0,0
467,42.570327959901796,1,44360.82252079601,2,0,1,103346.65563719926,0,0,0
350,67.52901025345183,3,165270.97228633068,1,1,0,101843.55915151697,0,1,1
679,74.48581386801511,10,153544.12015761255,3,0,1,115347.99561463516,0,0,0
773,25.46122353320795,6,38896.06002812379,2,0,1,141060.8825326445,0,0,0
379,36.261876881249464,8,105060.28233172401,4,0,0,140495.4444137963,1,0,0
666,56.97404725989127,8,216122.49621831405,1,0,0,95150.13917412172,0,1,1
760,56.749455876794904,2,246358.8388337339,2,0,0,68089.4372472367,1,0,0
838,72.60097631122719,0,168691.3989971947,4,0,0,61795.60139225228,0,0,0
751,79.38835558020492,8,233718.77231629216,1,0,0,135269.33953278844,1,0,0
763,45.87312844626631,7,33475.44219397899,2,1,0,130906.72779631591,1,0,0
777,59.526096098298595,6,247184.94850427573,1,0,1,58456.84914381689,1,0,1
719,66.56831686119904,5,8494.141703749037,2,0,0,39805.472842039984,0,1,0
513,26.84136543221939,9,133664.06795661955,2,1,1,131948.4754891931,0,0,0
668,34.30737374938257,6,73772.73209488997,3,1,0,99085.3917539462,0,0,0
413,27.830716188320494,10,206331.88951537508,2,1,0,60708.05506180143,1,0,1
802,79.37142033260346,8,55148.89597443037,3,1,0,99384.35038660564,0,1,0
610,49.911141797298995,5,2922.948331083364,4,0,1,28605.58689856055,0,1,0
768,76.48039320703752,9,105106.51917029057,2,1,1,44717.77827902828,1,1,0
343,65.34399498994418,2,16251.844562616576,1,1,0,90952.4533156847,1,0,0
714,57.6249985353634,2,73540.58018999804,3,1,0,90091.88248071796,0,0,1
545,67.48437766319734,3,163194.7308188418,2,0,1,52066.89708088929,0,1,0
383,62.20969202982012,9,74709.40277064149,3,0,0,147671.51412599153,1,1,0
506,34.31350802935588,9,62310.37421808903,1,0,1,73616.75817513754,0,0,1
450,86.57196957180201,7,39419.283683272464,1,1,0,112109.95396341586,0,1,0
827,82.21412084127438,9,34267.15647908682,1,0,1,53599.388294307326,1,0,1
464,77.54791323459837,8,133308.6760175553,4,0,1,75182.05873956268,1,0,0
444,53.53513323870892,7,172766.996449276,4,0,0,128058.9356260374,0,0,1
336,60.4608535699443,10,114771.16671516052,1,1,0,130317.66406344592,0,0,0
632,65.71023170834961,9,31334.28630285851,4,0,1,37583.725131621286,1,0,0
702,24.398308302368847,1,164210.94212071574,4,0,0,66107.09598095037,1,0,0
713,78.3782535884741,3,141234.46096480236,4,1,0,46409.556935120105,0,1,1
344,51.072816567182024,3,96656.10625923866,4,0,0,135734.89697799066,0,1,0
701,35.43480019677906,1,83669.2883988876,4,1,0,118001.97725513672,1,1,0
505,39.185254496394116,7,46430.59253937559,4,0,1,93230.4378197551,0,0,0
361,43.1408849722029,2,37087.97889609106,1,1,1,104510.9278805604,1,1,0
719,40.49345524211543,1,85881.09317289271,4,0,1,138840.12252546687,0,1,0
767,71.96442700200052,6,10553.793325703726,4,1,1,59425.81199595408,1,0,0
318,42.01172128656514,0,110688.23084359775,3,1,1,21777.750863232788,1,1,0
664,33.647683648663175,5,152503.37473538896,3,1,0,23426.193893187152,1,1,1
599,46.679392151953905,2,238716.2206096102,4,1,1,26069.34962235978,1,0,0
306,26.477700657092413,2,158651.9947227164,2,0,1,36702.518506808345,1,0,0
727,43.06987608949683,4,158207.82551227606,2,1,0,94213.65319733732,1,1,0
416,53.336916523443065,2,94916.88157649407,4,1,1,147541.24434891628,0,0,0
806,68.40403986740526,3,33796.87059768771,1,0,0,74589.25495814926,1,0,0
845,51.6873832727815,2,113301.95192941488,1,1,1,112614.14540191868,0,1,0
624,31.06178256442067,6,151768.80943042328,3,1,0,122983.02697652084,0,0,1
354,70.5849790626598,2,183547.79277596017,1,1,1,124181.6138376409,1,0,1
341,84.51390619205935,9,209419.01686642476,1,0,1,77628.5120382379,1,1,1
596,63.70297373110834,3,64879.63628405731,1,0,1,91492.97896985164,0,1,0
530,66.72623932724112,1,61151.04683792423,4,0,0,62738.010586502656,1,1,0
752,57.319682516220276,1,143307.63462998893,4,0,0,109421.93168693745,1,0,0
693,45.08727033884324,8,143488.97347009947,2,1,1,69772.7704836921,0,0,0
821,42.043670568202394,10,55251.354647007094,3,1,1,60438.26529090649,1,1,0
657,63.213177264449456,0,148929.27209924653,2,0,0,101549.40997201572,1,1,0
743,54.61015986260794,0,87682.80888333933,1,1,0,64363.20673852843,1,1,1
427,29.366104951671836,9,162070.9906155077,1,0,1,73039.92287312538,1,0,0
704,27.81888182677314,0,73781.95575507166,2,1,0,112413.57587612011,1,1,1
691,75.94682491496253,2,150150.28531298516,2,0,0,130933.48594431154,0,1,1
492,77.85436639120918,1,194772.1941191687,4,0,0,76524.2107555007,1,0,0
377,30.797090542576193,2,248477.392045114,4,0,0,87886.0011535948,0,0,0
384,40.95921427114784,4,230962.39125706095,3,0,0,117029.72579755122,1,1,0
329,68.80239022912531,8,127650.74172802875,4,1,0,49243.28691159072,0,0,1
348,29.738072739488818,1,123800.05121464514,1,0,0,73950.74608802295,1,1,0
444,44.45587508480104,10,110960.14101915133,1,0,0,125489.41203537711,1,1,0
368,70.03845107070751,0,7034.978808378414,2,1,1,136282.7993694879,1,0,0
357,57.54963342503983,10,42070.674421103584,3,0,0,103837.59259075196,1,0,1
778,81.30005649578818,5,15004.865195220287,4,0,0,71141.39941613743,0,1,1
744,59.40322924920849,2,176531.0883212897,3,1,0,98769.95567070534,0,0,0
595,36.9319490651713,6,104757.99506600453,1,1,0,43249.458692993045,1,0,1
470,39.95383441977999,5,16166.128779880857,1,0,1,23808.45569822429,0,1,0
446,26.208651857679122,10,175065.8143971627,4,1,1,29699.981598227387,0,0,0
783,27.5356492302365,6,163369.18722291215,4,0,1,34062.41437256841,0,0,0
605,45.927841543900584,4,182515.8239401345,4,0,0,49335.73457498598,0,1,0
745,78.84737887800371,0,152062.3198362308,2,1,1,80024.34224844442,0,1,0
520,31.20367873828919,2,40951.45558337843,1,0,1,50200.092895243215,0,0,0
677,26.186816008928385,2,15563.394842541411,2,1,1,96054.13557630796,0,0,0
565,46.26510900185388,6,207151.19044852813,1,1,0,149778.97770147517,1,1,0
394,42.42579067326124,2,54709.15383530862,4,1,0,84763.54228439655,1,1,1
561,35.35564575104486,10,137535.11586395823,1,0,1,118391.19609368438,0,0,0
370,40.30448753328458,4,123006.04900489404,1,0,1,58012.20246142424,0,1,0
518,32.00761749551748,3,233493.53069893597,3,1,0,145174.36573977038,0,0,1
832,50.02195621693769,3,140047.50499815485,1,1,0,52383.71182698558,1,1,1
391,45.262044377850096,6,147038.5070213926,1,1,1,97562.03044491632,0,1,1
426,26.74683328092823,0,80996.85427612133,3,1,0,147832.99091995042,1,0,1
379,41.07499625002353,6,243036.09289459148,4,0,1,125071.9290048012,1,0,0
537,26.53898288299497,7,155241.22465019044,3,0,0,148964.32982904074,0,1,0
671,42.00959149980572,2,1262.5635323765214,4,1,1,69365.93814429683,0,0,0
785,56.62393696157378,2,140970.90602127608,4,0,1,30092.094637794915,1,0,0
324,26.452895632754533,3,92242.52741787734,4,1,1,51653.78529152092,1,0,0
455,27.901905313673737,5,8140.67779098287,1,1,1,144489.7555360908,1,0,0
816,53.285872245845354,6,109401.015323906,3,0,1,68175.14285755547,0,0,0
829,42.26223398624036,0,196104.74177325558,3,1,1,36220.57245487079,0,1,0
356,44.75106463155993,3,127714.29869938266,3,1,0,97103.62433547892,1,0,0
318,37.05957061741365,6,162107.53806680793,3,0,0,85055.07030363017,0,0,0
683,79.9476139208477,10,162179.1233481161,2,1,1,28120.97850622615,1,0,0
492,77.81919280390659,1,170108.2828887676,1,1,0,78882.93409418757,1,0,1
536,50.54759025040773,0,98258.45973172954,2,0,0,102272.9299704512,1,0,0
686,45.548924096340215,0,93798.92292151948,1,0,0,50249.43523316377,0,0,1
725,57.10925094094998,9,1162.2121034495383,3,0,1,36177.29509676399,1,0,0
576,75.19312502326667,5,39096.51756121196,2,0,1,132423.57760160812,1,1,0
526,73.37923030286464,4,241037.31748218715,4,0,0,101308.2526636499,0,0,1
622,35.84626998055085,0,213558.7761323254,3,1,0,40183.3898605388,1,1,0
452,76.57641535857148,9,69741.99359006408,3,1,1,101784.05294594265,1,0,0
536,62.77722955259033,2,101705.08253337274,4,0,1,115583.2668513482,1,0,0
354,51.35384291655757,10,238276.9046728681,3,0,0,97678.64360584485,1,0,0
735,29.398163222861307,6,63489.50055260489,1,0,0,35100.38550732485,1,0,1
408,75.19566930942823,8,135000.98827579414,3,0,0,36216.81637512059,1,0,0
483,51.40021278763091,8,5597.386153153807,1,0,0,25868.83347143563,1,0,0
667,26.468481560763742,5,157107.2970153956,1,1,0,50420.52199677538,1,0,0
497,75.10048515355966,2,235780.43457182302,3,0,0,27754.380928940707,1,0,1
670,60.86349642695412,0,224288.895170865,4,0,0,124689.45339463702,0,1,0
672,54.87438780867606,2,127252.85527247794,1,1,0,22002.71862912222,0,0,1
796,56.65952784050594,9,164688.97390514406,2,0,0,95532.2047639009,1,1,0
500,40.66719676132473,1,144447.9942946422,1,1,1,125278.3430512686,0,1,1
808,52.73167234876686,10,16978.45893355842,4,0,1,136332.18884712155,0,1,0
621,33.005388597837026,4,40237.560539307946,3,1,1,73229.15713479776,0,1,0
574,76.87757205892072,7,244334.7126187865,4,0,0,100720.15861996613,0,1,1
510,49.38222968056125,4,64889.92989764437,4,0,0,143651.73082303803,0,1,0
803,28.413551160617374,0,97460.67775704035,3,1,1,107309.3586752272,1,1,0
417,42.244043242814676,2,129021.09073723947,2,1,0,137142.00781709293,1,1,1
341,39.31015412501632,4,248217.12972472602,2,0,0,108957.9612071274,1,0,1
614,19.72203077939496,6,174918.38180325134,1,1,1,28839.644963431663,0,0,0
628,55.61841336725662,4,159607.8070509831,1,0,1,45594.78999876659,0,1,1
316,77.00162247594304,9,132939.21430976252,2,1,1,142258.63485205278,0,0,0
582,71.26916361921764,4,177626.06990536815,3,1,0,129754.96029722068,0,1,0
557,76.07830426322604,6,168332.86692437992,4,0,1,74953.83214408037,0,1,0
318,59.21574442126989,7,228876.74517838727,3,0,1,40946.33591699273,1,0,0
828,54.74081682544885,7,137359.19825698828,4,1,0,40432.153832085445,1,0,0
722,82.03018402328436,6,106853.97759034876,4,0,1,137632.06162251235,0,0,0
765,50.01928409126576,2,204621.4558937395,2,1,0,41607.02451951993,0,0,0
672,56.556655745501075,10,202750.90335421078,2,0,0,70216.39595094939,0,1,0
380,66.16235066652061,1,43054.77463205222,3,0,0,137104.55910244875,0,0,0
847,31.49954328647141,0,60028.49695692215,4,1,0,24346.27312925253,0,0,0
723,32.660949417096525,5,243021.78482443027,3,0,0,101996.34825849472,0,0,0
728,73.63806529478404,8,112585.0042005559,1,1,1,65577.4264902946,1,1,0
687,77.29049398744169,2,131737.77333161727,2,1,1,34011.830563253854,1,0,0
503,26.95032952731014,4,78627.85171390923,2,0,0,93778.10824958765,1,0,0
495,54.04022095946188,8,121955.00986297331,4,0,0,83037.15426125133,1,1,0
584,40.5209913246978,8,188446.3167543474,2,1,1,32896.19996461067,1,1,0
495,76.4309377195906,6,122277.99704970121,3,1,1,54737.46473798836,0,1,0
606,73.20381693240662,3,79800.21020152596,4,1,0,116246.30413708051,1,1,1
313,65.31909619156998,10,24336.95417208623,4,1,1,118260.53087915176,0,0,0
445,51.439809084343764,1,235321.05968630625,1,1,0,97828.75516376714,1,0,0
356,32.10709413925463,1,220971.6098398739,3,0,0,34363.3333370173,1,0,0
509,49.739158942416914,3,200616.77980554505,4,1,1,130901.93533077047,1,0,0
828,80.21660043899902,0,175952.04702047558,2,1,0,42451.51771081526,0,1,1
643,21.665874163877326,3,130685.51222226817,2,1,0,113721.99022975068,0,0,0
578,38.74651139038093,10,227496.62460113654,4,1,1,25535.954072198525,1,0,0
508,56.64318708564614,5,200702.10261302,2,1,1,63137.87967432496,1,1,0
634,50.66793111270279,5,206864.694663244,4,1,1,82187.00721781392,1,1,0
587,35.91348222896017,6,78473.30059576879,4,1,0,23635.32613259677,1,1,0
551,60.71118417194863,4,107349.7580426211,4,1,1,42301.97073919345,0,0,0
564,34.05211704767227,8,179179.5244144564,2,1,0,61458.332885658376,0,1,0
570,46.433163727611806,1,94066.99778950281,2,1,0,147725.9565733691,0,0,1
718,56.376425161450925,1,125226.17419242095,3,0,0,121331.85966148542,1,1,0
510,36.06940433060068,3,163895.7484451143,1,0,0,129290.54132332173,1,1,0
664,65.96759441877022,3,110974.94474158261,2,0,1,106777.19557547582,0,1,0
375,41.72413471036258,3,201041.31928543723,4,1,0,58011.28610224722,1,0,1
620,83.386736292624,0,29477.532979661242,2,1,1,112228.2274581064,0,1,0
732,41.61740838730026,3,182032.55769849833,2,1,1,107586.3273421472,0,1,0
408,24.45077128663777,4,36811.808508844566,4,1,1,99293.65354118853,0,0,0
821,30.363948175524534,8,237749.18655015313,3,1,1,58781.79546342869,0,0,0
346,80.85789511980465,2,79610.84044480213,4,0,1,54217.86720609664,1,1,0
678,37.78342035895949,2,201647.899829118,3,1,1,63718.89990607803,0,0,0
395,54.05515179708293,4,132183.00350951182,2,1,1,60611.61641413344,0,0,0
402,42.163680792989766,9,23091.235130334862,4,1,1,30118.240086717306,1,0,0
445,59.06825562106472,5,147690.01289122546,2,1,1,124296.1375324958,1,0,0
326,60.413292813282254,2,231243.7033274292,4,1,0,68003.41908118565,0,1,0
829,62.6599471268336,0,39860.0672901365,2,1,1,111862.78569676809,0,0,0
381,66.35235331009457,9,81453.65302267027,2,0,0,56390.17945413535,1,0,1
727,64.00567694329263,7,111329.92323149982,2,1,0,98262.1208002068,1,1,0
778,47.955020444954194,0,69727.9558650694,4,0,0,24507.56823149973,1,1,1
461,47.929621746144264,1,239254.97415483155,3,1,1,33784.98694737704,1,1,0
701,24.824350137818058,2,95699.06796862849,2,1,1,67388.8621125463,0,0,0
807,82.82070733897068,5,166823.52711606436,4,1,0,54935.78141492365,1,1,1
337,57.35274418999763,3,56764.53144645784,4,0,1,65942.41180188139,1,0,0
810,39.95061424574947,3,55697.05614600138,2,1,0,140989.98022248445,0,1,0
692,28.87319041656544,8,44579.08798749574,2,0,1,29607.10165068588,1,0,0
793,67.87115633174771,5,110228.07727552076,3,1,1,80155.00724389715,0,0,0
499,65.96758836630761,1,135083.4372115479,2,1,0,45773.36112497111,1,0,0
554,38.876226900936445,6,2724.7383397746494,3,1,1,66259.00737151767,1,1,0
478,78.69037598690329,2,211152.15840246726,1,1,1,108014.53485908308,0,1,0
846,50.73182508480721,8,129986.84818780037,4,0,0,146482.08665461204,0,1,0
688,41.764647566952,5,39853.86117280049,3,1,0,110314.60178264968,0,0,1
697,85.33604782764004,7,17059.34508502962,2,0,1,135029.7759479361,0,1,1
457,74.10720052971087,0,16021.482354768086,3,0,1,39143.62654094784,1,0,0
303,56.605718236990334,1,65314.50136348588,2,1,0,43580.90987479365,0,0,0
466,30.73002294094946,5,126574.1978462466,3,0,0,133979.90237297132,0,0,1
767,59.13226923418381,2,218076.9909314411,4,0,0,98977.90446499172,0,1,0
708,41.599234135625764,0,228908.31561455468,3,1,0,122975.51974996446,1,0,0
711,42.78406177062602,5,211001.19287786496,1,0,1,48971.77505250661,0,1,0
503,68.43616743659145,4,83293.23340646386,4,0,0,65317.34673728921,1,0,0
493,65.38464761978058,8,77714.62393997778,3,1,0,30534.48860001973,0,0,0
534,61.172339547803546,5,250327.88609333543,1,1,0,136426.10838719347,0,1,0
449,61.60731774130764,4,172709.60418520417,1,0,1,144326.20520424529,1,0,0
458,77.50804413645854,0,77307.5392897479,3,0,0,131470.30018063053,1,0,1
578,79.62304207250122,0,83424.21661726937,4,0,1,76833.44084227088,1,0,0
703,40.099135787768915,10,110185.53261382513,3,0,0,64347.51244855272,0,0,0
610,29.765897079441103,0,157632.52899618392,4,0,1,80138.10065369739,0,1,0
367,22.763859161960152,6,227644.2606156669,4,1,0,102890.2753909405,0,1,0
762,48.57170815171483,5,50272.299904527186,3,0,1,76095.95467584237,1,0,0
387,77.82950607517634,4,21396.87635950879,1,0,1,74810.63616571433,1,1,0
516,69.60996141752842,3,102861.12013302272,4,1,0,76035.08213963103,0,1,1
300,53.62459942929864,10,62224.753472796256,2,1,0,116795.03376583714,1,1,1
434,25.503485218668274,10,146028.48025966025,2,0,1,122282.8131327613,1,0,0
650,18.077295532449817,7,177256.05638659676,1,1,0,133169.98189689443,0,1,0
439,48.93711161981722,10,78773.82859635561,1,0,0,51588.34562341518,0,1,0
432,56.490327557029524,7,173766.89660143625,3,1,1,40475.61838220269,0,1,0
477,43.476792554441005,4,86990.32961618493,4,1,0,64866.62907646406,0,0,0
657,65.58056723679067,3,160969.05041024621,3,1,0,74658.24045913015,0,0,1
679,34.11498490335151,1,160485.52761660365,2,1,0,111242.79563021542,0,1,1
749,20.25659126649227,6,70515.51176364756,2,1,0,118530.95640071252,0,1,1
762,51.00307849370946,4,161160.35006223386,4,0,1,147939.87268952897,0,0,0
407,68.10763095877316,2,96574.89278093865,4,0,1,69168.94174436902,0,0,0
421,60.19467751105091,8,85293.78013837716,2,1,1,72327.57776810654,0,1,0
316,69.2020154063128,8,73336.55191753086,3,1,1,90470.39664434564,1,0,0
495,47.624931933216615,10,87623.59215670625,4,1,0,126643.61211727708,0,1,1
626,33.91935685723355,10,199445.56313763585,3,1,1,105921.42114403768,0,0,0
617,30.209959533705767,9,62154.616007668774,4,0,0,94445.72524771444,0,0,1
778,62.99422640296296,10,172888.7768382346,1,1,0,104255.85518670783,1,1,0
551,25.78051915856244,7,228313.88110353533,3,1,1,80378.55095475403,1,0,0
802,78.11702519806087,0,88836.29012354805,2,0,0,118676.96397817168,0,0,0
418,31.58927097920695,2,7481.523403500101,1,1,1,29788.44243700704,0,0,1
797,69.24500502543636,1,6237.807687009796,3,0,0,86173.11691309395,0,0,0
785,63.207204425342304,3,35364.99875259526,4,1,0,124855.09464145191,1,0,0
344,43.74196159171679,1,27897.169620899538,2,1,1,59327.48007367858,1,0,0
613,26.26875944534647,10,189645.06213021668,4,0,0,129644.08529250296,0,0,0
478,36.53032456271284,7,74746.80530948521,3,1,0,121768.19121362633,0,0,0
717,61.55283224129434,0,165415.98243828813,1,0,1,95486.98900882788,0,1,1
377,72.05669790227141,3,10762.762328605935,3,0,1,52779.31520571911,1,0,0
625,82.71764546917704,4,74972.31504148188,2,0,0,131939.64804307133,1,0,1
656,40.01978681987197,9,59357.776711358216,1,0,1,23895.95383676505,1,1,0
715,56.04035437832226,3,70191.22699912105,2,1,0,97026.72070790974,0,1,0
814,77.76572643441014,7,48348.34423340349,4,1,1,121733.4067328141,1,1,0
513,25.88127003088836,1,156646.21409571334,1,0,1,83102.37362714943,0,0,0
373,84.9181236442291,8,167992.4013468329,3,0,0,33371.29634650296,1,0,0
808,67.75422593121144,1,37637.08370366863,4,0,1,128417.60526560088,0,0,0
631,63.20920547338339,1,187885.9078213108,4,0,0,138181.4492448776,0,1,0
392,57.666003532471656,1,63388.35030980352,3,0,1,93230.2601519599,0,0,0
818,41.174036025924664,9,71722.9160363577,4,1,0,122330.10490323456,0,1,1
568,84.06032642147426,7,210108.95341280088,2,1,0,99392.92228015092,1,0,0
675,45.23856354468197,2,228452.12630593928,3,0,1,94526.7834720935,0,0,0
303,72.59928640963793,9,209081.73545312995,4,1,1,37000.359832326285,1,1,0
437,69.39190876012967,10,37458.95170477426,1,1,0,76783.03969684077,1,0,0
530,29.366278510636324,9,253321.62714765858,3,0,1,108243.18746135222,1,1,0
828,39.15269009312099,7,170396.2956353853,3,1,0,79082.79804719,1,1,0
351,60.05946314356728,6,129458.21679639179,4,0,0,100309.39068245092,0,0,0
624,59.156992303478646,9,242059.25478282679,3,0,0,136325.12881202705,0,1,0
576,26.852561524229007,3,207211.88648130407,3,1,1,67608.81211794482,1,1,0
835,74.39864668965454,6,175361.90126871562,3,1,1,127703.26139735804,0,0,0
785,38.384702917835256,10,212539.81188042733,3,0,0,23775.87392213584,0,1,0
815,43.35085281904774,7,97718.58775109926,3,1,1,130846.09579026458,0,1,0
451,69.11249495646999,5,173510.133413439,3,0,1,33868.048523453355,1,0,0
782,36.37193763771068,5,48313.42350219607,2,0,1,61787.29410338772,1,0,0
558,60.21606676908206,2,250465.36058841512,4,0,0,86747.81242080781,0,1,1
623,80.6060527544617,4,149311.15287591968,2,0,0,104504.56830421244,0,0,0
467,32.04181152544253,9,206415.0755614332,4,0,1,143904.55590472376,0,1,0
609,40.35184253050652,1,103263.62799520411,3,0,0,59913.947219751055,1,0,0
778,68.46922506049731,4,192307.79351344483,4,0,0,31095.338460541818,1,1,0
355,72.47314968533365,4,98204.89488437382,2,1,0,79648.62897013065,1,0,1
772,66.95865601776617,6,149570.5889041569,4,1,1,64884.8660923778,1,0,0
595,67.68102214583253,3,197262.84603509674,3,0,0,98015.48556309438,0,1,0
760,53.38208826128003,10,29526.98576453797,3,1,0,139961.72916333575,1,1,0
623,71.4661552862986,5,90447.81321621804,3,1,1,103636.55375310864,0,1,0
440,52.897112388425306,8,138145.48751413496,2,0,1,95141.85332524664,1,1,0
561,68.9095434110089,3,84670.85233043504,1,0,0,51990.99560261695,1,1,0
719,40.414581996449556,10,78376.14690831128,3,1,1,54419.34471353443,0,0,0
540,81.08372620883584,5,71403.89919189629,3,0,0,76689.86617877462,0,1,0
654,86.63386295162523,8,57746.88674481411,4,1,1,135868.00990597263,1,1,0
479,80.02312815501732,9,215203.49256472444,1,0,0,95332.8836329721,1,0,1
365,55.07054460829423,0,234161.92521412042,4,0,1,84304.20972769769,0,0,0
647,64.14282365972481,7,177498.05723359302,2,0,0,90531.17772002784,1,1,0
470,22.274391919561378,0,7605.095092019215,1,0,0,128391.69136857775,1,1,0
773,51.39523324106865,3,199315.84423660775,3,1,0,108126.26281729846,1,1,0
833,44.65519701878461,2,134850.62596167796,1,0,0,140565.24916344296,0,1,0
666,49.289152366200454,3,192186.43161717107,3,0,1,95626.31481255662,1,1,0
406,81.20066543690709,6,110868.46460275652,2,0,0,45483.71839596313,0,1,0
738,59.07962468469813,8,10465.266245034438,4,1,0,22434.360145201048,1,1,1
526,53.46850647583779,8,172827.32178690718,2,1,1,61224.80789118861,1,1,0
743,28.88905563575627,9,112589.80921477216,2,0,1,28155.68329197891,1,0,0
741,54.488534976551584,0,221576.3952646806,3,0,0,72918.4540309463,0,0,0
695,82.720084502416,9,187123.34578609513,4,0,1,44425.72208445154,0,1,1
383,53.669729464503604,0,91151.52318360911,2,0,0,72638.724252546,0,1,0
312,38.62001978768793,8,183560.05318133338,1,1,1,71896.42540205672,0,0,0
792,78.7494766010849,3,125538.98853929283,2,1,1,55914.97903609272,1,0,0
567,83.31205803501068,2,50560.49524336673,3,0,0,104866.52561091328,0,1,1
824,31.845025079580527,8,106444.24168442575,1,0,0,76346.39564748907,1,1,1
419,47.40794201341478,4,56421.18881731171,1,1,0,136149.31987008013,0,0,1
652,48.324603847460274,5,1261.5840682168068,4,0,0,29890.453115639728,1,0,1
356,27.554948714154367,0,62564.527002547096,1,0,0,73381.06646415469,1,1,1
339,71.56695347022489,0,53115.182897008555,1,1,1,120873.45376105288,1,0,1
635,42.96004413171795,6,1099.4379551285956,3,0,1,84289.58675743989,0,0,0
472,44.785128314800886,9,198730.79326770443,4,1,1,145590.56544617508,1,0,0
846,74.90462078163125,7,19516.24281458736,2,0,1,42726.9861643972,0,0,0
558,35.46309496861193,10,113839.74753133133,1,0,0,61083.14529503064,0,1,0
816,47.04720219815023,7,105936.43014865222,2,1,1,35100.027559090166,1,1,0
822,69.30946791159396,6,45988.27965562483,2,1,1,52074.85472665746,0,0,0
416,53.683699006778795,10,245108.21196587445,2,1,1,107429.19274653905,0,1,0
483,74.12093431097921,8,153050.8682481455,4,1,1,83302.97965210232,1,0,0
415,72.64271209354929,0,206231.48515057986,2,1,0,41068.73986257809,0,1,0
